osm_id,osm_highway,osm_name,osm_access,osm_bicycle,osm_oneway,osm_oneway_bicycle,osm_maxspeed,osm_lanes,osm_lanes_forward,osm_lanes_backward,osm_cycleway,osm_cycleway_left,osm_cycleway_left_buffer,osm_cycleway_left_oneway,osm_cycleway_left_width,osm_cycleway_right,osm_cycleway_right_buffer,osm_cycleway_right_oneway,osm_cycleway_right_width,osm_cycleway_both,osm_cycleway_both_buffer,osm_cycleway_both_width,osm_cycleway_buffer,osm_cycleway_width,osm_parking_left,osm_parking_right,osm_parking_both,osm_parking_lane_left,osm_parking_lane_right,osm_parking_lane_both,osm_parking_left_restriction,osm_parking_right_restriction,osm_parking_both_restriction,osm_tracktype,osm_turn_lanes,osm_turn_lanes_forward,osm_turn_lanes_backward,osm_width,osm_footway,dc_blockkey,dc_ROUTEID,dc_ROUTENAME,dc_ROADTYPE,dc_STREETNAME,dc_STREETTYPE,dc_DCFUNCTIONALCLASS,dc_FHWAFUNCTIONALCLASS,dc_TOTALTRAVELLANES,dc_TOTALTRAVELLANESINBOUND,dc_TOTALTRAVELLANESOUTBOUND,dc_TOTALTRAVELLANESBIDIRECTIONAL,dc_TOTALTRAVELLANESREVERSIBLE,dc_TOTALTRAVELLANEWIDTH,dc_TOTALCROSSSECTIONWIDTH,dc_SUMMARYDIRECTION,dc_TOTALPARKINGLANES,dc_TOTALPARKINGLANEWIDTH,dc_TOTALRAISEDBUFFERS,dc_TOTALRAISEDBUFFERWIDTH,dc_BIKELANE_CONVENTIONAL,dc_BIKELANE_BUFFERED,dc_BIKELANE_PROTECTED,dc_BIKELANE_DUAL_PROTECTED,dc_BIKELANE_DUAL_BUFFERED,dc_BIKELANE_PARKINGLANE_ADJACENT,dc_BIKELANE_THROUGHLANE_ADJACENT,dc_BIKELANE_POCKETLANE_ADJACENT,dc_BIKELANE_CONTRAFLOW,dc_TOTALBIKELANES,dc_TOTALBIKELANEWIDTH,dc_SPEEDLIMITS_OB,dc_SPEEDLIMITS_IB,dc_SPEEDLIMITS_OB_ALT,dc_SPEEDLIMITS_IB_ALT,dc_DOUBLEYELLOW_LINE,dc_SLOWSTREETINFO,dc_SPEEDHUMP_PRESENT,dc_SURFACE_TYPE,dc_PCI_CONDCATEGORY,dc_PCI_SCORE,dc_PCI_LASTINSPECTED,dc_SIDEWALK_IB_PAVTYPE,dc_SIDEWALK_IB_WIDTH,dc_SIDEWALK_OB_PAVTYPE,dc_SIDEWALK_OB_WIDTH,dc_LEFTTURN_CURBLANE_EXCL,dc_LEFTTURN_CURBLANE_EXCL_LEN,dc_RIGHTTURN_CURBLANE_EXCL,dc_RIGHTTURN_CURBLANE_EXCL_LEN,dc_LEFTTURN_EXCLUSIVE,dc_RIGHTTURN_EXCLUSIVE,dc_BUSLANE_INBOUND,dc_BUSLANE_OUTBOUND,dc_AADT,dc_AADT_YEAR,match_confidence,geometry_wkt
1112011042,tertiary,R Street Northwest,,designated,yes,,25 mph,2,,,,,,,,lane,no,yes,,,,,,,,,,,,,,,,,|right,,,,,11194ab71036099ad05363405f4599b9,11074162,R ST NW,1.0,R,ST,16.0,4.0,2.0,0.0,2.0,0.0,0.0,22.0,33.0,OB,0.0,0.0,0.0,0.0,IB,,,,,,IB,,,1.0,5.0,25.0,,,,,,,7.0,Fair,60.0,2023-02-01 05:00:00+00:00,3 (JPCP),6,3 (JPCP),16+,,0.0,,0.0,,,,,4625.0,2020.0,0.9908010034618503,"LINESTRING (-77.021791 38.912602, -77.021921 38.912604)"
130808363,secondary,New Hampshire Avenue Northwest,,,,,25 mph,2,,,,,,,,,,,,lane,no,,,,,,lane,,,,,,,,,,,,,a82e59bed3b9d356f3cb99d65da96453,11064222,NEW HAMPSHIRE AVE NW,1.0,NEW HAMPSHIRE,AVE,16.0,4.0,2.0,1.0,1.0,0.0,0.0,20.0,47.0,BD,2.0,16.0,0.0,0.0,BD,,,,,BD,BD,,,2.0,10.0,20.0,,,,Yes,,,7.0,Poor,41.0,2023-01-21 05:00:00+00:00,3 (JPCP),8,3 (JPCP),8,,0.0,,0.0,,,,,5400.0,2020.0,0.9906532781607934,"LINESTRING (-77.041986 38.911203, -77.042051 38.911139)"
590581591,tertiary,Lincoln Road Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa75e24b2649768cea7cc8dee1e74118,12055642,LINCOLN RD NE,1.0,LINCOLN,RD,16.0,4.0,2.0,1.0,1.0,0.0,0.0,22.0,33.0,BD,1.0,10.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,Yes,,,7.0,Excellent,100.0,2023-01-24 05:00:00+00:00,3 (JPCP),7,3 (JPCP),10,,0.0,,0.0,,,,,7814.0,2020.0,0.9905117843919063,"LINESTRING (-77.008733 38.911858, -77.00872 38.911948)"
553575465,residential,V Street Northeast,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84d628e370464be36d074995737f2389,12088462,V ST NE,1.0,V,ST,19.0,7.0,1.0,1.0,0.0,0.0,0.0,14.0,30.0,IB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,Yes,0.0,Fair,65.0,2023-02-03 05:00:00+00:00,3 (JPCP),7,3 (JPCP),6,,0.0,,0.0,,,,,,,0.9904941952793601,"LINESTRING (-77.005931 38.918124, -77.006868 38.918108)"
988487211,cycleway,14th Street Northwest,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bba5552a35b6dad551182ac9815ba800,11001402,14TH ST NW,1.0,14TH,ST,16.0,4.0,4.0,2.0,2.0,0.0,0.0,39.0,68.0,BD,2.0,18.0,0.0,0.0,BD,,,,,BD,BD,,,2.0,10.0,20.0,,,,Yes,,,7.0,Excellent,88.0,2023-06-05 04:00:00+00:00,3 (JPCP),16+,3 (JPCP),16+,,0.0,,0.0,,,,,14890.0,2020.0,0.9903504947954173,"LINESTRING (-77.032064 38.917154, -77.032063 38.917106, -77.032051 38.917009)"
6055629,secondary,11th Street Northwest,,yes,,,25 mph,2,,,shared_lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08f916dd45bceb2c385468d5395058f6,11001102,11TH ST NW,1.0,11TH,ST,17.0,5.0,2.0,1.0,1.0,0.0,0.0,22.0,49.0,BD,1.0,13.0,0.0,0.0,,,,,,,,,,0.0,0.0,30.0,,15.0,,Yes,,,6.0,Excellent,92.0,2023-06-10 04:00:00+00:00,3 (JPCP),6,3 (JPCP),12,,0.0,,0.0,,,,,2901.0,2020.0,0.9903147723017389,"LINESTRING (-77.027037 38.913679, -77.027037 38.913803)"
468492187,primary,16th Street Northwest,,,,,25 mph,5,2,3,,share_busway,,,,,,,,,,,,,,,,,,,,,,,,,left||,,,9c2434c3719b8273c85310d7bd9de187,11001602,16TH ST NW,1.0,16TH,ST,14.0,3.0,5.0,3.0,2.0,0.0,0.0,50.0,71.0,BD,2.0,20.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,Yes,,,7.0,Excellent,100.0,2023-06-05 04:00:00+00:00,12 (Brick),9,3 (JPCP),9,,0.0,,0.0,,,L1,,23714.0,2020.0,0.9902826890275845,"LINESTRING (-77.036498 38.919149, -77.0365 38.919262)"
29961134,tertiary,Q Street Northwest,,designated,yes,,25 mph,1,,,,,,,,lane,no,yes,,,,,,,,,yes,,,,,,,,,,,,,8a78f27c49211a817b3e15064199c354,11072862,Q ST NW,1.0,Q,ST,16.0,4.0,1.0,1.0,0.0,0.0,0.0,11.0,32.0,IB,2.0,16.0,0.0,0.0,IB,,,,,IB,IB,,,1.0,5.0,,,,,,,,7.0,Excellent,100.0,2022-12-20 05:00:00+00:00,3 (JPCP),12,3 (JPCP),12,,0.0,,0.0,,,,,2571.0,2020.0,0.9901158513382525,"LINESTRING (-77.02204 38.911139, -77.021919 38.911139)"
988166378,tertiary,Lincoln Road Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2a294bad9e70046113395207ffda5f3,12055642,LINCOLN RD NE,1.0,LINCOLN,RD,16.0,4.0,2.0,1.0,1.0,0.0,0.0,22.0,33.0,BD,1.0,10.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,15.0,,Yes,,,7.0,Poor,46.0,2023-01-24 05:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,7814.0,2020.0,0.9900200546579556,"LINESTRING (-77.007895 38.914825, -77.007805 38.915138, -77.007783 38.915215)"
50422162,residential,Bryant Street Northwest,,,yes,,25 mph,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,16cd0ffbefccea6431f4cc7bad3d3d97,11018722,BRYANT ST NW,1.0,BRYANT,ST,17.0,5.0,1.0,1.0,0.0,0.0,0.0,14.0,30.0,IB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,7.0,Fair,67.0,2023-01-26 05:00:00+00:00,3 (JPCP),9,12 (Brick),9,,0.0,,0.0,,,,,1780.0,2020.0,0.9899868085149905,"LINESTRING (-77.021921 38.919997, -77.021785 38.920011)"
6058518,residential,Corcoran Street Northwest,,,yes,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5124381dfcb2cb8f0ae6987c597ebb5b,11025932,CORCORAN ST NW,1.0,CORCORAN,ST,19.0,7.0,1.0,1.0,0.0,0.0,0.0,16.0,16.0,IB,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,Excellent,100.0,2023-02-04 05:00:00+00:00,3 (JPCP),6,3 (JPCP),10,,0.0,,0.0,,,,,,,0.9898770380881605,"LINESTRING (-77.041497 38.911878, -77.041359 38.911877)"
1112266196,secondary,14th Street Northwest,,,,,25 mph,4,2,2,separate,,,,,,,,,,,,,,,,,,,,,,,,,,through|,,,bba5552a35b6dad551182ac9815ba800,11001402,14TH ST NW,1.0,14TH,ST,16.0,4.0,4.0,2.0,2.0,0.0,0.0,39.0,68.0,BD,2.0,18.0,0.0,0.0,BD,,,,,BD,BD,,,2.0,10.0,20.0,,,,Yes,,,7.0,Excellent,88.0,2023-06-05 04:00:00+00:00,3 (JPCP),16+,3 (JPCP),16+,,0.0,,0.0,,,,,14890.0,2020.0,0.9898305050278048,"LINESTRING (-77.031953 38.917008, -77.031953 38.917156)"
6055549,residential,17th Street Northwest,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379671b0212526e68032c8f02a3ae9af,11001702,17TH ST NW,1.0,17TH,ST,19.0,7.0,1.0,0.0,1.0,0.0,0.0,16.0,40.0,OB,3.0,24.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,0.0,Excellent,92.0,2022-11-08 05:00:00+00:00,3 (JPCP),8,3 (JPCP),8,,0.0,,0.0,,,,,,,0.989827168623438,"LINESTRING (-77.038812 38.920098, -77.038818 38.920134, -77.038822 38.920169, -77.03883 38.920285, -77.038859 38.920802, -77.038883 38.921271)"
1212403789,primary,14th Street Northwest,,,,,25 mph,4,2,2,separate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2523be95a72ed475914b1e6375cceed9,11001402,14TH ST NW,1.0,14TH,ST,14.0,3.0,4.0,2.0,2.0,0.0,0.0,39.0,68.0,BD,2.0,18.0,0.0,0.0,BD,,,,,BD,BD,,,2.0,10.0,20.0,,,,Yes,,,7.0,Excellent,90.0,2023-01-15 05:00:00+00:00,3 (JPCP),16+,3 (JPCP),12,,0.0,,0.0,,,,,14304.0,2020.0,0.9897610836539769,"LINESTRING (-77.031954 38.914013, -77.031955 38.914101)"
130808348,tertiary,Harvard Street Northwest,,,yes,,,1,,,,,,,,lane,no,,,,,,,,,,yes,,,,,,,,,,,,,84ad6bb9272ced0db21b0a75eea3b2d3,11043742,HARVARD ST NW,1.0,HARVARD,ST,17.0,5.0,1.0,0.0,1.0,0.0,0.0,16.0,37.0,OB,2.0,16.0,0.0,0.0,IB,,,,,IB,IB,,,1.0,5.0,25.0,,,,,,,7.0,Excellent,99.0,2022-10-19 04:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,1967.0,2020.0,0.9897061545080521,"LINESTRING (-77.041214 38.927182, -77.041407 38.927181, -77.041537 38.927184, -77.041697 38.927198, -77.041771 38.927207, -77.041844 38.927219, -77.041887 38.927229)"
6057631,residential,Channing Street Northwest,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1bf6c59f175b7238eab7f1b77ef2187b,11021972,CHANNING ST NW,1.0,CHANNING,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,Yes,0.0,,,,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,0.9896897777376219,"LINESTRING (-77.012054 38.922375, -77.012151 38.922376)"
5974756,trunk,Georgia Avenue Northwest,,,no,,30 mph,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374fd88170319ad4fedd2733d21377c3,11040042,GEORGIA AVE NW,1.0,GEORGIA,AVE,14.0,3.0,4.0,2.0,2.0,0.0,0.0,40.0,57.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,30.0,,15.0,,Yes,,,6.0,Fair,63.0,2023-06-07 04:00:00+00:00,12 (Brick),10,12 (Brick),10,,0.0,,0.0,,,,,13028.0,2020.0,0.9896122978658323,"LINESTRING (-77.022614 38.924806, -77.022666 38.925162)"
275400461,residential,Fairmont Street Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c3e5ce97042c25ad1b39db533c3449d,11034582,FAIRMONT ST NW,1.0,FAIRMONT,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,Yes,0.0,Fair,56.0,2023-02-11 05:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,0.9895670317790356,"LINESTRING (-77.029612 38.924755, -77.029711 38.924755)"
1212403791,residential,S Street Northwest,,,,,25 mph,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb94f09c70f62ea8abc12b07f6ee2c0d,11077672,S ST NW,1.0,S,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,,"NEW - east-west non-arterial two, way connection, no buses",,0.0,Fair,59.0,2023-06-07 04:00:00+00:00,12 (Brick),6,12 (Brick),6,,0.0,,0.0,,,,,,,0.9892063187413508,"LINESTRING (-77.020518 38.914093, -77.020874 38.914093)"
275400463,tertiary,Euclid Street Northwest,,,,,25 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea9976648fa84d98e5c50859fc021a52,11033862,EUCLID ST NW,1.0,EUCLID,ST,17.0,5.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,,,,7.0,Very Poor,18.0,2023-01-14 05:00:00+00:00,3 (JPCP),6,3 (JPCP),10,,0.0,,0.0,,,,,3142.0,2020.0,0.9892002301211884,"LINESTRING (-77.029618 38.923765, -77.029711 38.923765)"
1163798089,tertiary,Q Street Northwest,,designated,yes,,25 mph,1,,,,,,,,lane,no,yes,,,,,,,,,yes,,,,,,,,,,,,,f5443364ba5a4a44d49f24c6868e1341,11072862,Q ST NW,1.0,Q,ST,16.0,4.0,1.0,1.0,0.0,0.0,0.0,11.0,32.0,IB,2.0,16.0,0.0,0.0,IB,,,,,IB,IB,,,1.0,5.0,,,,,,,,7.0,Poor,27.0,2022-12-20 05:00:00+00:00,12 (Brick),12,12 (Brick),12,,0.0,,0.0,,,,,2571.0,2020.0,0.9890674424598483,"LINESTRING (-77.019902 38.911138, -77.019764 38.911138)"
6061410,residential,Church Street Northwest,,,yes,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7892d5f2c59bbd2a36cb97e85d05aa02,11023402,CHURCH ST NW,1.0,CHURCH,ST,19.0,7.0,1.0,0.0,1.0,0.0,0.0,8.0,24.0,OB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,0.0,Good,81.0,2023-02-04 05:00:00+00:00,12 (Brick),8,12 (Brick),8,,0.0,,0.0,,,,,,,0.9889810586055288,"LINESTRING (-77.036412 38.910394, -77.036521 38.910393)"
6055516,residential,Elm Street Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3fe56f53ccf01535dc29b91d70b0fb62,11033082,ELM ST NW,1.0,ELM,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,0.0,Excellent,99.0,2023-02-01 05:00:00+00:00,12 (Brick),10,12 (Brick),6,,0.0,,0.0,,,,,,,0.9889583578342547,"LINESTRING (-77.015958 38.917506, -77.016082 38.917494)"
508226098,secondary,Florida Avenue Northwest,,,,,25 mph,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc8676268bd7e990c046db1cce0270b8,11036722,FLORIDA AVE NW,1.0,FLORIDA,AVE,16.0,4.0,2.0,1.0,1.0,0.0,0.0,20.0,49.0,BD,3.0,24.0,0.0,0.0,OB,,,,,OB,,,,1.0,4.0,20.0,,,,Yes,,,7.0,Good,72.0,2023-01-21 05:00:00+00:00,3 (JPCP),8,3 (JPCP),10,,0.0,,0.0,,,,,8396.0,2020.0,0.988830558444644,"LINESTRING (-77.028085 38.920711, -77.028512 38.920687)"
6061979,residential,V Street Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9a2daeaa88f95652d6b9d9d427518c9,11088462,V ST NW,1.0,V,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,0.0,Excellent,88.0,2023-01-26 05:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,0.9887546356484033,"LINESTRING (-77.012068 38.918108, -77.012151 38.918109)"
1212403790,residential,S Street Northwest,,,,,25 mph,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24ae1cd35bbc0074050f156d1440ca93,11077672,S ST NW,1.0,S,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,15.0,,,"NEW - east-west non-arterial two, way connection, no buses",,0.0,Good,73.0,2023-06-07 04:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,0.988452868310889,"LINESTRING (-77.036382 38.914103, -77.036512 38.914102)"
6061979,residential,V Street Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249e5d6a8361ee26432916ff2489870e,11088462,V ST NW,1.0,V,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,0.0,Fair,63.0,2023-01-26 05:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,0.9884158745785929,"LINESTRING (-77.013539 38.918108, -77.01361 38.918108)"
988487216,cycleway,14th Street Northwest,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2ad1c7f83dfceedde71948a26f0adb8,11001402,14TH ST NW,1.0,14TH,ST,14.0,3.0,4.0,2.0,2.0,0.0,0.0,40.0,68.0,BD,2.0,17.0,0.0,0.0,BD,,,,,BD,BD,,,2.0,10.0,20.0,,,,Yes,,,7.0,Excellent,87.0,2023-06-05 04:00:00+00:00,3 (JPCP),16+,3 (JPCP),16+,,0.0,,0.0,,,,,14304.0,2020.0,0.9883878088657434,"LINESTRING (-77.031873 38.916293, -77.031873 38.916887)"
6063220,residential,W Street Northwest,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0a884437affdd88ab4356d8ddcbcf21,11090152,W ST NW,1.0,W,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,Yes,0.0,Fair,65.0,2023-02-01 05:00:00+00:00,3 (JPCP),7,3 (JPCP),7,,0.0,,0.0,,,,,,,0.988375857004361,"LINESTRING (-77.01345 38.919175, -77.013541 38.919175)"
6053519,residential,Bates Street Northwest,,,yes,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5015ac0cbdb8cb0640f6114ac178be4,11014102,BATES ST NW,1.0,BATES,ST,19.0,7.0,1.0,0.0,1.0,0.0,0.0,8.0,24.0,OB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,,,Yes,0.0,Excellent,91.0,2023-02-16 05:00:00+00:00,12 (Brick),12,12 (Brick),12,,0.0,,0.0,,,,,,,0.9881521175230412,"LINESTRING (-77.01508 38.910382, -77.015181 38.910381)"
346627389,secondary,New Hampshire Avenue Northwest,,,,,25 mph,2,,,,,,,,,,,,lane,no,,,,,,lane,,,,,,,,,,,,,355c39f995224b399d59f40bae7ae9d8,11064222,NEW HAMPSHIRE AVE NW,1.0,NEW HAMPSHIRE,AVE,16.0,4.0,2.0,1.0,1.0,0.0,0.0,20.0,47.0,BD,2.0,16.0,0.0,0.0,BD,,,,,BD,BD,,,2.0,10.0,20.0,,,,Yes,,,7.0,Excellent,100.0,2023-01-21 05:00:00+00:00,3 (JPCP),8,3 (JPCP),8,,0.0,,0.0,,,,,5400.0,2020.0,0.9881429646288628,"LINESTRING (-77.038855 38.914547, -77.038579 38.91484)"
130808367,tertiary,T Street Northwest,,,yes,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d536e93d8d37c2d646a16553990afd75,11084562,T ST NW,1.0,T,ST,19.0,7.0,1.0,1.0,0.0,0.0,0.0,16.0,24.0,IB,1.0,8.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,Excellent,100.0,2023-02-05 05:00:00+00:00,3 (JPCP),10,3 (JPCP),16+,,0.0,,0.0,,,,,,,0.9880700578946238,"LINESTRING (-77.020877 38.915586, -77.020852 38.915594, -77.020826 38.915607, -77.020801 38.915622, -77.020777 38.915636, -77.020756 38.915653, -77.02074 38.915666)"
130444170,secondary,17th Street Northwest,,,yes,yes,25 mph,1,,,,separate,,,,shared_lane,,,,,,,,,,,,,,,,,,,,,,,,3b150300e1e971153d46e84db64a92bc,11001702,17TH ST NW,1.0,17TH,ST,16.0,4.0,1.0,1.0,0.0,0.0,0.0,10.0,41.0,IB,2.0,16.0,0.0,0.0,,OB,,,,,,,OB,1.0,5.0,,,,,,,,7.0,Excellent,96.0,2022-12-18 05:00:00+00:00,3 (JPCP),10,3 (JPCP),10,,0.0,,0.0,,,,,5593.0,2020.0,0.9880239536389261,"LINESTRING (-77.038523 38.910456, -77.038523 38.910389)"
6061988,residential,V Street Northwest,,,,,25 mph,2,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fce4da901a538e63a877efdbc9a9fb3c,11088462,V ST NW,1.0,V,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,30.0,54.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,0.0,Poor,48.0,2023-02-05 05:00:00+00:00,3 (JPCP),12,3 (JPCP),12,,0.0,,0.0,,,,,,,0.9878214596156611,"LINESTRING (-77.022877 38.917771, -77.022951 38.917771)"
6058113,residential,U Street Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50da2b2d737ebfb6bd767b8c491d762b,11087232,U ST NW,1.0,U,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,20.0,36.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,Yes,0.0,Excellent,100.0,2023-02-01 05:00:00+00:00,3 (JPCP),6,12 (Brick),11,,0.0,,0.0,,,,,,,0.987596242499735,"LINESTRING (-77.014414 38.916995, -77.014501 38.916995)"
353283888,secondary,18th Street Northwest,,,,,25 mph,2,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,5067661903e4abe464b98caf34e725c3,11001802,18TH ST NW,1.0,18TH,ST,16.0,4.0,3.0,1.0,2.0,0.0,0.0,36.0,45.0,BD,1.0,8.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Excellent,93.0,2023-06-10 04:00:00+00:00,3 (JPCP),12,3 (JPCP),12,,0.0,,0.0,,,,,3921.0,2020.0,0.9875797264481186,"LINESTRING (-77.041656 38.916296, -77.041656 38.916594)"
1163801649,primary,14th Street Northwest,,,,,25 mph,4,2,2,separate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2ad1c7f83dfceedde71948a26f0adb8,11001402,14TH ST NW,1.0,14TH,ST,14.0,3.0,4.0,2.0,2.0,0.0,0.0,40.0,68.0,BD,2.0,17.0,0.0,0.0,BD,,,,,BD,BD,,,2.0,10.0,20.0,,,,Yes,,,7.0,Excellent,87.0,2023-06-05 04:00:00+00:00,3 (JPCP),16+,3 (JPCP),16+,,0.0,,0.0,,,,,14304.0,2020.0,0.9872675657163542,"LINESTRING (-77.031952 38.916292, -77.031953 38.916854, -77.031953 38.916889)"
6061297,residential,Clifton Street Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5bbc7c515ebaa9cb4b2760c83e0dc43,11024112,CLIFTON ST NW,1.0,CLIFTON,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,0.0,Excellent,98.0,2023-01-27 05:00:00+00:00,3 (JPCP),10,3 (JPCP),10,,0.0,,0.0,,,,,,,0.9868607848554759,"LINESTRING (-77.032038 38.922686, -77.032164 38.922679)"
988487216,cycleway,14th Street Northwest,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2523be95a72ed475914b1e6375cceed9,11001402,14TH ST NW,1.0,14TH,ST,14.0,3.0,4.0,2.0,2.0,0.0,0.0,39.0,68.0,BD,2.0,18.0,0.0,0.0,BD,,,,,BD,BD,,,2.0,10.0,20.0,,,,Yes,,,7.0,Excellent,90.0,2023-01-15 05:00:00+00:00,3 (JPCP),16+,3 (JPCP),12,,0.0,,0.0,,,,,14304.0,2020.0,0.986856360063172,"LINESTRING (-77.031875 38.91401, -77.031874 38.914101)"
130444170,secondary,17th Street Northwest,,,yes,yes,25 mph,1,,,,separate,,,,shared_lane,,,,,,,,,,,,,,,,,,,,,,,,cf4d2c8a3c0baa5d307e54b6212404bf,11001702,17TH ST NW,1.0,17TH,ST,16.0,4.0,1.0,1.0,0.0,0.0,0.0,10.0,41.0,IB,2.0,16.0,0.0,0.0,,OB,,,,,,,OB,1.0,5.0,,,,,,,,6.0,Excellent,100.0,2022-12-18 05:00:00+00:00,3 (JPCP),10,3 (JPCP),10,,0.0,,0.0,,,,,5593.0,2020.0,0.986842102682157,"LINESTRING (-77.038518 38.911932, -77.038522 38.911879)"
